GCIN,period,n_days,nse,kge,bias_ratio
182,post,2820,0.31890443869504403,0.5221883308103719,0.9592007389681908
182,pre,4379,0.28166874558760846,0.34185915185731375,0.6439239578929895
183,post,3298,0.4846428787484576,0.7382778222537055,1.0884505305676608
183,pre,3526,0.3618858068094536,0.6724668609839455,1.1418328408574776
184,post,1807,-1.6634499204992377,-1.6002572055894877,3.4670321559447017
184,pre,1701,-2.4024338975604795,-0.8764232575313067,2.534467368301576
185,post,2396,-1.2345796299041414,-0.5776268786140843,2.4418865067069206
185,pre,3914,-0.1051961470231928,0.3320435686551052,1.5138285887365317
186,post,1345,-1.8523281000468574,-0.2618445466507846,1.8216400185118595
186,pre,1676,-3.35315377979936,-0.6479968106064933,1.8655477519771162
187,post,1690,-447.9993322113513,-27.429330280328685,24.516186684995812
187,pre,1267,-358.8384627185432,-21.982541983162097,19.612354312585914
188,post,3053,-0.5265549522888187,0.3000505372121536,1.3184661635701664
188,pre,4267,-0.0737240754309163,0.48763224288335705,0.9815137911124584
189,post,2446,-2.5674881491351687,-0.860189432086901,2.419247906638565
189,pre,1577,-2.973508614546811,-0.7134833797431679,2.105437106664296
191,post,1556,0.47493063523436063,0.6972962329351224,1.008991743401535
191,pre,3434,0.4837247817741904,0.5637193323953065,0.7496068493554494
192,post,1883,0.2505985962526789,0.07426502722702011,0.33502090426181247
192,pre,4159,0.19149817535860048,0.04692252201028757,0.3047816314736449
193,post,3349,0.2914842722421025,0.34668471014538527,0.485418044424432
193,pre,1989,0.16954341688705765,0.28438784488084945,0.4022552613410518
194,post,2560,0.07303824642698842,0.3131725760935069,1.5273736388873478
194,pre,3741,0.10126423112061145,0.43270954792756233,1.1810382778221598
195,post,2327,-55.47116166789783,-8.15424618663943,8.144711755509752
195,pre,1611,-26.49495178250381,-6.460722549620427,7.3820360095953275
196,post,1210,-17.274096557734932,-3.9001123854759605,4.691584658649371
196,pre,3400,-7.385653603974893,-1.9756169162893684,3.0427421213328563
197,post,3595,0.3891110293365593,0.2270288739562294,0.5282222288593893
197,pre,2276,0.4053167532933437,0.3597468036553785,0.7354094229430664
198,post,1862,0.4497418299342907,0.5131274090036357,0.9327886191439195
198,pre,1706,0.29666766701473457,0.4449908395983422,1.1400125528672858
