pre_epsilon_mean,post_epsilon_mean,delta_epsilon_mean,pre_epsilon_arithmetic_mean,post_epsilon_arithmetic_mean,pre_qobs_valid_days,post_qobs_valid_days,pre_n_recession_days_predicted,post_n_recession_days_predicted,GCIN,fold
0.1515190601348877,0.15286390483379364,0.0013448446989059448,0.035853397101163864,0.036519862711429596,1549,4537,1549,4537,3745,0
0.15995407104492188,0.160251185297966,0.0002971142530441284,0.03666766360402107,0.038575101643800735,1507,4532,1507,4532,3746,0
0.11678536981344223,0.11432706564664841,-0.0024583041667938232,0.029518648982048035,0.029884908348321915,1449,4245,1449,4245,3747,0
0.06892893463373184,0.07054319977760315,0.0016142651438713074,0.02395898848772049,0.02371557243168354,1789,4633,1789,4633,3753,0
0.06290838122367859,0.07078821957111359,0.007879838347434998,0.023514188826084137,0.023404359817504883,1740,3180,1740,3180,3759,0
0.07528650760650635,0.07357741892337799,-0.001709088683128357,0.024449046701192856,0.024341022595763206,1488,4234,1488,4234,3760,0
0.10884430259466171,0.10211056470870972,-0.006733737885951996,0.02882990427315235,0.027802705764770508,1250,3506,1250,3506,3774,0
0.09495586901903152,0.08692227303981781,-0.008033595979213715,0.027663053944706917,0.027280069887638092,1325,4081,1325,4081,3777,0
0.13466313481330872,0.12562412023544312,-0.0090390145778656,0.03354167193174362,0.033299509435892105,1795,5105,1795,5105,3779,0
0.21763630211353302,0.23016786575317383,0.012531563639640808,0.03559175506234169,0.036567896604537964,1136,2973,1136,2973,3782,0
0.06437713652849197,0.06664137542247772,0.0022642388939857483,0.02264738269150257,0.022853277623653412,779,1693,779,1693,3792,0
0.06882580369710922,0.07363995164632797,0.00481414794921875,0.02281617373228073,0.023241611197590828,1205,2564,1205,2564,3795,0
0.4396626055240631,0.4255900979042053,-0.014072507619857788,0.07090965658426285,0.06618914008140564,2031,2884,2031,2884,3798,0
0.09651387482881546,0.09226205199956894,-0.004251822829246521,0.027211805805563927,0.026612965390086174,933,2309,933,2309,3800,0
0.0896276906132698,0.08629146963357925,-0.0033362209796905518,0.027294330298900604,0.02609006129205227,285,2912,285,2912,3802,0
0.06490658223628998,0.06559671461582184,0.0006901323795318604,0.021947668865323067,0.021864239126443863,495,2530,495,2530,3810,0
0.1403406858444214,0.13198363780975342,-0.008357048034667969,0.033088568598032,0.03243551403284073,718,4081,718,4081,3819,0
